"source_repository","source_sha","source_path","current_target","capability","disposition","proposed_destination","phase","dependencies","tests","deletion_gate"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/examples.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/examples.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/expert_lab_vmlx.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/expert_lab_vmlx.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/fp8.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/fp8.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/gptq.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/gptq.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/inference.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/inference.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/inspect_source.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/inspect_source.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/jangtq_decode_profiler.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/jangtq_decode_profiler.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/load_jangtq.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/load_jangtq.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/load_jangtq_kimi_vlm.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/load_jangtq_kimi_vlm.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/load_jangtq_vlm.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/load_jangtq_vlm.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/loader.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/loader.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/mistral4_mlx.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/mistral4_mlx.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/modelcard.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/modelcard.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/nemotron_omni_chat.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/nemotron_omni_chat.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/nemotron_omni_session.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/nemotron_omni_session.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/pack.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/pack.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/pad_minimax_jangtq_experts.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/pad_minimax_jangtq_experts.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/prequant_prune_qwen_moe.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/prequant_prune_qwen_moe.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/profiles_cli.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/profiles_cli.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/progress.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/progress.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/prune_n2_jang_experts.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/prune_n2_jang_experts.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/publish.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/publish.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/quant_shape_inference.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/quant_shape_inference.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/quantize.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/quantize.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/rebundle_affine_stacked.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/rebundle_affine_stacked.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/rebundle_jangtq_stacked.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/rebundle_jangtq_stacked.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/recommend.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/recommend.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/routing_profile.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/routing_profile.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/scripts_test_qwen36.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/scripts_test_qwen36.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/ssm_layout.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/ssm_layout.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/templates/hf-snippet.md.jinja","Python worker template","publishing/model cards","move","Workers/jang-tools/jang_tools/templates/hf-snippet.md.jinja","8","Python worker package","golden template rendering;redaction","after native publishing parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/templates/model-card.md.jinja","Python worker template","publishing/model cards","move","Workers/jang-tools/jang_tools/templates/model-card.md.jinja","8","Python worker package","golden template rendering;redaction","after native publishing parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/templates/python-snippet.py.jinja","Python worker template","publishing/model cards","move","Workers/jang-tools/jang_tools/templates/python-snippet.py.jinja","8","Python worker package","golden template rendering;redaction","after native publishing parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/templates/server-snippet.sh.jinja","Python worker template","publishing/model cards","move","Workers/jang-tools/jang_tools/templates/server-snippet.sh.jinja","8","Python worker package","golden template rendering;redaction","after native publishing parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/templates/swift-snippet.swift.jinja","Python worker template","publishing/model cards","move","Workers/jang-tools/jang_tools/templates/swift-snippet.swift.jinja","8","Python worker package","golden template rendering;redaction","after native publishing parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/topk_override.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/topk_override.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/verify_capabilities.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/verify_capabilities.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/verify_jangtq_prestacked.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/verify_jangtq_prestacked.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/verify_minimax_jang.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/verify_minimax_jang.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/__init__.py","Python test suite","worker regression","move","Workers/jang-tools/tests/__init__.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/jangspec/__init__.py","Python test suite","worker regression","move","Workers/jang-tools/tests/jangspec/__init__.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/jangspec/conftest.py","Python test suite","worker regression","move","Workers/jang-tools/tests/jangspec/conftest.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/mimo_v2_affine_codec_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/mimo_v2_affine_codec_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/mimo_v2_awq_fold_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/mimo_v2_awq_fold_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/mimo_v2_awq_qdq_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/mimo_v2_awq_qdq_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/mimo_v2_contract_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/mimo_v2_contract_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/mimo_v2_router_trace_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/mimo_v2_router_trace_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/n2_convert_override_reporting_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/n2_convert_override_reporting_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/n2_jang_expert_pruner_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/n2_jang_expert_pruner_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/n2_router_trace_prune_map_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/n2_router_trace_prune_map_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/prequant_prune_qwen_moe_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/prequant_prune_qwen_moe_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/qwen35_jangtq_converter_metadata_test.py","Python test suite","worker regression","move","Workers/jang-tools/tests/qwen35_jangtq_converter_metadata_test.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_allocate_mlp_asymmetry.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_allocate_mlp_asymmetry.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_build_jangtq_sidecar.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_build_jangtq_sidecar.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_capabilities_cli.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_capabilities_cli.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_capabilities_verify_directory.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_capabilities_verify_directory.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_cli_flags.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_cli_flags.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_convert_cleanup.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_convert_cleanup.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_convert_eos_fixes.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_convert_eos_fixes.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_convert_group_size.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_convert_group_size.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_convert_mtp_vl_contract.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_convert_mtp_vl_contract.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_convert_progress.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_convert_progress.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dflash_drafter.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dflash_drafter.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dsv4_converter_contract.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dsv4_converter_contract.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dsv4_hc_sinkhorn.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dsv4_hc_sinkhorn.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dsv4_overlap_cache.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dsv4_overlap_cache.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dsv4_parity_tool_contract.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dsv4_parity_tool_contract.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dsv4_pool_quant_cache.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dsv4_pool_quant_cache.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_dsv4_rope_reference.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_dsv4_rope_reference.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_estimate_model.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_estimate_model.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_examples.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_examples.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_exception_handling_invariant.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_exception_handling_invariant.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_expert_lab_vmlx.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_expert_lab_vmlx.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_fd_leak_pattern.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_fd_leak_pattern.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_format.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_format.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_hy3_capabilities.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_hy3_capabilities.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_hy3_jangtq1_profile_contract.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_hy3_jangtq1_profile_contract.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_inference.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_inference.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_inspect_source.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_inspect_source.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_jang_v3_dsv4_contract.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_jang_v3_dsv4_contract.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_jangtq_converter_profile_parity.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_jangtq_converter_profile_parity.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_jangtq_decode_profiler.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_jangtq_decode_profiler.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_jangtq_hydrate.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_jangtq_hydrate.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_jangtq_progress.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_jangtq_progress.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_jangtq_switchglu_mandatory.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_jangtq_switchglu_mandatory.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_json_utils.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_json_utils.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_kimi_converter_contract.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_kimi_converter_contract.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_laguna_jangtq_split.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_laguna_jangtq_split.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_load_jangtq_vlm_mimo.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_load_jangtq_vlm_mimo.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_load_jangtq_vlm_video_fallback.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_load_jangtq_vlm_video_fallback.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_loader_config_read_diagnostics.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_loader_config_read_diagnostics.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_loader_entrypoint_parity.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_loader_entrypoint_parity.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/tests/test_loader_mxfp4_mode.py","Python test suite","worker regression","move","Workers/jang-tools/tests/test_loader_mxfp4_mode.py","8-18","Python worker package","pytest;structured-worker integration","after native ports have equivalent fixtures and gates"
